,study_hours_per_day,sleep_hours,stress_level,focus_score,productivity_score
10037,4.18,5.82,9,56,33.21
10038,6.66,7.42,1,85,75.05
10039,9.96,4.62,10,92,71.06
10040,8.98,7.11,9,41,49.51
10041,8.86,5.55,10,38,43.99
10042,6.63,7.87,1,54,62.28
10043,3.07,4.73,7,50,28.42
10044,4.15,4.3,8,79,47.9
10045,2.88,4.75,5,37,28.69
10046,1.78,9.55,1,36,43.52
10047,4.64,8.94,8,49,40.37
10048,9.03,8.8,5,70,72.25
10049,7.57,8.46,6,75,65.31
10050,9.86,7.46,9,47,59.59
10051,2.35,3.69,2,54,25.34
10052,5.26,5.27,7,87,40.26
10053,8.03,6.93,5,77,63.56
10054,4.87,3.74,8,82,36.03
10055,3.87,3.21,4,49,35.64
10056,8.25,3.65,8,51,46.09
10057,4.59,3.76,8,46,37.19
10058,9.17,3.77,3,99,78.48
10059,3.05,4.33,5,58,39.09
10060,9.02,6.49,6,76,68.86
10061,3.15,5.0,5,81,38.88
10062,3.25,9.02,5,52,40.3
10063,4.5,9.13,2,61,62.68
10064,5.4,9.44,10,47,51.87
10065,4.47,6.3,2,67,49.67
10066,8.69,8.42,9,41,61.27
10067,8.06,7.14,8,62,56.48
10068,3.44,4.01,2,80,51.02
10069,5.36,7.45,7,50,48.27
10070,4.59,8.86,4,32,34.49
10071,1.03,5.44,10,43,16.76
10072,7.61,8.23,5,85,71.9
10073,2.23,8.42,5,79,59.45
10074,9.37,7.51,5,45,68.63
10075,4.28,9.18,8,60,53.49
10076,6.41,4.01,9,98,61.62
10077,8.27,8.9,7,30,57.08
10078,2.21,7.28,3,45,34.19
10079,5.64,8.99,7,91,61.42
10080,2.76,6.73,2,67,43.92
10081,5.34,5.3,9,56,42.69
10082,6.0,9.28,5,44,49.3
10083,2.11,9.14,7,66,37.37
10084,6.02,4.87,3,56,42.72
10085,4.82,8.21,2,99,74.82
10086,5.46,3.64,7,61,32.98
10087,9.1,3.6,1,89,77.09
10088,5.1,6.58,1,43,54.12
10089,5.02,3.25,8,33,22.38
10090,4.97,6.04,1,34,48.84
10091,6.42,8.54,4,36,61.84
10092,3.99,9.23,8,77,51.57
10093,8.11,4.78,1,90,63.68
10094,3.22,3.54,1,68,48.12
10095,3.35,7.41,10,48,30.74
10096,6.09,4.85,3,96,70.99
10097,2.97,3.16,8,54,30.92
10098,1.35,3.92,8,40,12.15
10099,2.45,9.57,10,55,41.05
10100,9.18,9.13,1,82,75.54
10101,0.6,8.81,6,74,40.21
10102,1.77,5.38,1,62,28.77
10103,7.7,8.0,9,33,45.81
10104,9.81,9.7,3,62,86.28
10105,7.04,6.97,3,39,56.13
10106,9.26,5.33,5,65,55.95
10107,8.62,8.6,4,36,67.0
10108,5.06,6.01,4,67,52.64
10109,3.67,7.04,9,40,37.11
10110,6.51,6.79,2,34,52.6
10111,5.57,4.52,2,67,46.94
10112,0.75,3.0,4,32,5.67
10113,9.59,9.99,8,95,77.91
10114,5.92,5.92,7,66,57.05
10115,8.81,4.99,7,83,75.51
10116,7.48,8.36,2,38,53.92
10117,3.74,7.15,5,71,54.77
10118,9.06,9.16,8,39,65.85
10119,8.01,8.47,2,90,86.58
10120,4.58,4.97,9,36,27.83
10121,8.48,7.15,4,83,74.01
10122,3.08,6.52,3,32,30.03
10123,6.87,9.69,2,71,75.89
10124,1.59,4.68,8,51,23.47
10125,8.72,4.99,2,56,66.67
10126,7.43,9.44,6,66,69.47
10127,1.95,6.2,1,38,31.14
10128,0.7,6.2,5,32,29.91
10129,4.2,9.08,9,50,48.3
10130,6.92,5.07,2,92,67.06
10131,3.19,7.88,7,97,64.69
10132,9.75,8.05,3,31,72.03
10133,9.38,6.1,5,62,74.49
10134,6.18,5.34,2,41,39.18
10135,3.5,8.23,8,82,46.08
10136,9.01,4.79,5,35,43.88
10137,8.13,8.74,5,50,53.58
10138,1.32,5.91,8,40,14.52
10139,5.03,3.13,5,59,35.6
10140,9.82,6.98,8,91,81.95
10141,4.81,4.36,9,90,46.74
10142,9.36,6.27,1,61,68.38
10143,9.78,8.66,2,43,62.08
10144,4.18,4.33,6,86,45.72
10145,9.66,4.46,4,82,73.25
10146,1.81,6.32,1,51,38.87
10147,2.02,6.34,1,40,27.43
10148,3.13,6.18,4,86,48.77
10149,4.94,7.86,7,33,33.99
10150,2.22,4.88,6,63,21.62
10151,3.73,4.82,8,38,32.52
10152,1.48,3.16,7,61,25.22
10153,4.59,5.67,5,85,42.35
10154,8.36,4.37,1,67,51.13
10155,6.15,7.14,3,76,72.33
10156,8.2,4.27,10,52,46.96
10157,1.79,9.26,7,37,23.59
10158,4.29,8.94,6,45,36.84
10159,0.87,8.36,2,73,39.0
10160,4.01,8.66,7,98,54.46
10161,6.34,9.72,8,82,60.3
10162,5.9,5.24,10,63,41.76
10163,1.07,9.86,2,69,40.13
10164,1.09,9.23,8,41,33.67
10165,3.4,5.53,1,70,44.01
10166,7.83,9.05,10,67,60.35
10167,0.7,9.28,10,97,44.82
10168,6.35,3.25,2,98,62.64
10169,2.25,9.13,5,96,60.21
10170,9.47,6.03,8,67,66.46
10171,4.59,8.68,6,36,43.91
10172,0.95,3.78,4,55,16.23
10173,7.28,4.21,9,85,49.57
10174,5.1,9.85,5,84,60.72
10175,8.87,5.91,10,75,75.64
10176,6.69,8.59,6,71,55.89
10177,7.08,8.25,8,65,57.07
10178,7.79,8.5,2,86,84.13
10179,4.49,8.35,5,64,39.95
10180,8.03,9.4,3,36,73.58
10181,0.98,7.15,5,66,34.48
10182,7.77,5.98,9,87,65.97
10183,6.54,9.48,10,50,42.25
10184,5.88,5.5,1,57,52.89
10185,3.52,7.41,3,63,49.91
10186,1.58,8.99,6,41,24.6
10187,6.65,9.41,9,44,56.92
10188,4.98,9.65,9,53,52.21
10189,2.57,7.62,4,38,37.65
10190,0.91,8.04,6,77,45.8
10191,5.62,6.48,3,82,48.4
10192,1.7,4.99,6,70,31.82
10193,9.33,3.11,1,79,70.2
10194,1.93,4.55,5,67,33.76
10195,0.8,9.86,7,68,42.16
10196,2.99,8.64,1,69,50.74
10197,2.16,6.35,2,79,48.03
10198,8.02,5.41,4,58,59.34
10199,3.25,3.45,3,34,19.88
10200,2.83,3.07,3,65,40.9
10201,9.95,8.29,9,54,65.43
10202,1.93,9.9,1,65,49.45
10203,1.31,4.78,6,70,27.97
10204,3.4,4.92,5,33,34.15
10205,4.35,9.54,4,54,61.71
10206,7.72,7.21,4,43,61.15
10207,9.58,4.22,10,50,55.12
10208,7.75,3.32,3,33,47.69
10209,7.4,6.95,3,48,55.8
10210,9.92,6.17,2,36,64.08
10211,7.77,6.02,6,94,73.15
10212,1.83,9.78,7,89,53.52
10213,4.88,4.84,10,34,22.14
10214,5.28,6.42,8,34,30.05
10215,3.4,4.49,4,91,38.74
10216,2.06,5.25,7,68,33.88
10217,7.26,8.36,5,61,70.92
10218,3.14,4.38,3,74,43.99
10219,6.43,7.74,4,87,70.45
10220,3.56,3.91,5,67,30.21
10221,5.31,4.33,1,36,32.46
10222,3.7,3.16,4,83,46.77
10223,4.41,7.41,1,99,54.15
10224,7.45,9.93,6,40,68.77
10225,8.9,7.6,10,78,63.44
10226,5.33,9.46,6,77,59.66
10227,6.3,6.68,9,62,52.43
10228,8.71,7.76,6,82,67.37
10229,1.86,9.48,3,85,52.51
10230,2.04,3.6,10,52,26.7
10231,3.91,7.18,8,45,36.29
10232,3.44,7.03,7,86,49.37
10233,9.87,3.23,4,67,59.68
10234,5.86,4.09,8,30,34.23
10235,5.48,6.87,10,90,53.46
10236,6.0,6.48,9,45,40.77
10237,8.81,5.41,8,30,47.92
10238,2.81,7.88,4,88,51.19
10239,5.35,5.52,6,71,50.47
10240,3.07,8.38,7,83,44.39
10241,7.92,8.66,6,96,68.91
10242,7.88,7.51,1,35,61.57
10243,9.6,4.95,2,60,59.59
10244,4.74,8.62,10,33,50.54
10245,2.01,4.76,5,39,18.25
10246,9.02,5.12,6,74,53.52
10247,8.96,7.26,6,56,65.91
10248,2.73,7.82,1,63,39.34
10249,3.12,5.6,7,58,32.53
10250,3.48,7.14,3,81,56.4
10251,4.79,4.74,5,71,44.23
10252,8.38,8.56,4,64,59.34
10253,1.87,9.94,9,58,47.85
10254,7.15,7.89,6,80,59.14
10255,3.85,5.24,8,35,31.07
10256,2.36,5.44,4,69,36.23
10257,3.72,3.21,7,64,33.45
10258,5.57,7.53,1,99,67.03
10259,9.25,7.2,8,37,56.97
10260,6.47,9.68,1,84,78.54
10261,6.27,5.81,2,92,64.17
10262,1.53,9.53,7,44,37.51
10263,1.26,8.32,4,62,34.07
10264,1.73,5.02,8,75,24.51
10265,1.41,3.12,9,53,22.73
10266,5.98,8.09,7,98,59.92
10267,4.8,6.47,5,55,43.88
10268,0.55,9.73,7,45,24.96
10269,3.84,3.15,8,72,36.3
10270,1.71,6.65,10,88,39.17
10271,9.89,8.52,7,39,76.21
10272,4.87,8.53,1,50,46.69
10273,4.55,7.7,7,88,60.89
10274,6.62,5.76,4,31,49.97
10275,3.89,3.47,2,88,52.77
10276,7.3,5.11,6,55,53.27
10277,9.1,7.56,3,91,78.54
10278,5.24,8.4,6,82,65.44
10279,4.14,8.72,2,91,52.04
10280,5.46,8.42,3,45,50.55
10281,6.23,5.27,9,80,54.35
10282,8.55,7.86,8,74,72.23
10283,4.25,9.78,6,30,42.55
10284,0.99,3.96,4,93,39.44
10285,6.49,8.12,8,76,65.63
10286,9.88,5.87,6,85,74.86
10287,8.62,4.57,10,53,58.58
10288,7.7,5.24,6,81,63.38
10289,2.18,4.17,1,75,43.74
10290,7.61,8.71,2,99,86.86
10291,1.27,5.71,10,45,21.48
10292,5.19,9.56,5,52,49.54
10293,4.02,9.76,3,37,45.29
10294,9.1,9.76,4,45,75.5
10295,2.02,4.09,9,42,8.46
10296,7.99,5.42,9,56,44.8
10297,0.96,5.17,3,39,18.76
10298,7.17,9.46,3,39,56.52
10299,3.29,3.61,10,92,34.69
10300,9.77,7.12,6,40,50.24
10301,6.88,6.4,1,78,69.46
10302,3.43,9.83,7,64,62.03
10303,2.74,9.74,8,93,49.92
10304,6.57,5.97,6,99,61.9
10305,3.09,6.09,1,71,42.69
10306,2.27,5.69,7,40,24.27
10307,6.65,8.52,3,94,70.9
10308,7.38,3.7,2,53,58.14
10309,2.76,3.81,6,84,41.04
10310,5.59,7.93,8,82,63.35
10311,6.8,3.12,4,87,69.06
10312,9.45,7.7,9,57,58.09
10313,8.13,3.9,9,40,43.47
10314,4.5,8.5,7,79,60.48
10315,8.52,8.18,7,63,70.91
10316,4.7,4.28,3,30,26.11
10317,1.74,8.3,10,81,51.04
10318,3.74,8.53,3,59,47.67
10319,8.14,9.48,9,86,71.23
10320,9.58,8.07,1,33,79.33
10321,9.84,9.07,8,38,61.6
10322,6.57,7.46,2,64,59.52
10323,5.04,7.38,4,37,51.07
10324,2.04,7.73,5,60,40.74
10325,1.47,5.84,10,72,31.17
10326,5.43,4.6,3,46,50.07
10327,7.41,5.89,6,38,54.66
10328,3.58,7.15,2,73,54.63
10329,6.91,7.83,6,44,52.19
10330,5.92,6.2,2,89,61.35
10331,9.44,5.31,8,52,62.72
10332,2.49,4.73,2,67,40.49
10333,6.12,4.28,8,93,65.74
10334,4.43,6.33,8,56,42.04
10335,2.98,7.94,9,80,40.88
10336,3.89,8.81,9,49,42.11
10337,3.3,5.42,7,79,49.4
10338,5.51,7.28,6,92,56.97
10339,5.8,6.34,6,48,46.55
10340,8.72,9.76,6,82,70.35
10341,7.92,9.18,10,60,65.79
10342,3.37,9.18,8,61,47.24
10343,9.35,7.05,2,99,74.78
10344,8.75,6.06,9,62,60.49
10345,6.45,7.56,1,49,55.33
10346,0.68,4.12,9,38,14.08
10347,2.49,9.18,9,91,50.63
10348,8.0,4.9,4,35,46.06
10349,4.81,8.79,1,64,56.52
10350,1.7,5.09,6,51,27.93
10351,4.38,6.65,4,83,48.66
10352,2.51,8.41,1,34,46.9
10353,8.98,5.76,5,58,56.83
10354,8.95,5.51,7,83,65.28
10355,4.18,9.22,9,90,50.95
10356,1.81,3.48,2,71,45.79
10357,3.91,8.89,8,56,38.7
10358,1.72,9.5,3,92,51.64
10359,3.39,6.94,5,58,50.97
10360,7.83,7.87,3,52,68.67
10361,3.27,9.03,4,49,48.44
10362,5.67,6.05,8,82,62.97
10363,1.63,9.15,7,46,38.34
10364,3.8,5.61,7,54,44.43
10365,0.88,5.15,6,56,24.17
10366,5.71,9.88,7,91,57.16
10367,3.8,3.22,10,67,32.37
10368,8.78,5.24,6,76,71.14
10369,4.23,6.21,3,52,51.28
10370,5.8,5.18,6,62,49.34
10371,9.78,4.98,2,51,69.64
10372,6.61,5.59,5,86,60.14
10373,5.25,5.79,2,60,41.28
10374,1.43,3.5,1,59,24.9
10375,8.3,8.43,9,56,65.49
10376,6.6,4.18,6,83,62.6
10377,1.53,3.29,7,86,25.0
10378,2.83,7.13,10,91,48.56
10379,5.61,7.68,10,88,62.22
10380,0.93,8.32,1,72,50.51
10381,7.32,3.61,9,35,46.63
10382,2.66,4.2,8,67,22.04
10383,5.15,4.28,6,95,49.5
10384,2.8,7.16,5,89,57.39
10385,5.15,9.23,6,47,54.64
10386,2.3,7.94,6,34,24.91
10387,6.14,5.2,7,49,41.28
10388,9.15,8.97,5,66,71.17
10389,8.17,7.69,9,62,55.27
10390,2.79,7.82,7,30,37.1
10391,5.23,9.7,3,48,65.78
10392,4.52,9.65,2,64,52.06
10393,9.67,5.7,4,89,76.5
10394,8.09,7.45,9,71,71.78
10395,1.52,4.41,1,75,28.29
10396,2.1,5.88,5,91,44.12
10397,7.17,4.91,9,54,49.73
10398,2.02,5.57,5,72,28.98
10399,9.53,7.73,5,74,75.52
10400,9.93,4.47,10,65,61.25
10401,7.89,4.26,8,58,51.02
10402,0.75,5.66,9,57,14.27
10403,5.09,3.69,8,77,43.89
10404,4.36,8.7,10,35,33.07
10405,8.1,9.71,6,64,77.47
10406,3.23,8.61,1,88,62.58
10407,4.17,6.72,10,93,56.94
10408,1.39,7.72,2,85,40.06
10409,3.76,8.64,1,88,74.64
10410,9.75,3.48,3,85,77.35
10411,9.45,5.93,5,84,67.42
10412,7.63,4.01,8,80,51.61
10413,9.12,3.64,4,36,50.99
10414,2.51,8.31,8,91,48.57
10415,6.41,9.01,9,49,42.49
10416,5.25,3.59,2,52,34.17
10417,4.52,4.25,8,44,28.98
10418,3.59,4.55,5,30,30.34
10419,8.73,9.0,6,38,69.23
10420,5.1,9.39,4,58,57.19
10421,7.38,8.35,5,69,77.43
10422,7.21,8.57,5,61,58.54
10423,1.79,5.4,2,66,32.45
10424,0.96,5.86,10,56,15.72
10425,8.48,4.96,7,35,54.17
10426,5.16,9.71,8,51,48.65
10427,8.2,8.09,8,94,82.16
10428,3.32,5.39,3,77,51.5
10429,8.69,3.95,6,41,55.05
10430,8.39,4.36,2,62,60.8
10431,4.13,4.43,3,85,51.22
10432,4.41,7.3,7,70,40.01
10433,3.83,9.32,6,35,49.43
10434,0.83,9.08,3,64,38.56
10435,7.03,3.49,7,43,41.46
10436,3.09,7.96,8,57,36.75
10437,8.9,4.17,5,77,62.83
10438,9.03,5.17,7,43,48.32
10439,7.36,6.81,6,89,62.16
10440,2.22,8.89,1,75,56.05
10441,1.35,4.66,1,85,44.33
10442,8.26,9.12,7,93,83.99
10443,8.98,8.14,5,30,64.04
10444,3.84,7.72,2,30,41.97
10445,3.85,3.93,4,99,44.27
10446,4.21,6.32,7,31,24.37
10447,8.36,4.93,9,81,63.15
10448,7.22,7.12,4,54,57.04
10449,1.66,7.72,10,72,27.72
10450,6.53,3.46,7,37,44.29
10451,0.59,7.51,6,50,29.19
10452,7.25,6.49,8,66,66.3
10453,7.76,8.87,1,63,67.9
10454,8.24,8.55,10,99,78.21
10455,6.44,5.89,2,82,50.27
10456,2.22,9.83,10,84,48.04
10457,8.04,7.11,8,48,58.5
10458,9.05,9.75,5,99,89.25
10459,6.52,8.03,9,69,56.89
10460,3.11,5.85,1,86,50.98
10461,2.2,4.64,6,82,33.52
10462,2.7,6.26,10,69,25.7
10463,0.66,9.55,6,38,38.48
10464,0.6,3.91,5,69,33.41
10465,3.32,6.22,1,47,34.08
10466,9.27,5.43,3,81,70.51
10467,6.4,9.07,7,34,56.67
10468,4.17,8.63,4,45,43.22
10469,0.6,6.86,7,33,15.64
10470,9.9,5.91,5,38,60.17
10471,4.83,7.79,3,87,61.49
10472,9.92,9.67,5,64,89.37
10473,7.34,3.71,8,77,52.02
10474,0.99,9.29,8,31,33.36
10475,8.66,5.06,5,76,62.27
10476,5.54,3.03,5,85,39.26
10477,4.8,8.19,10,82,46.0
10478,7.7,8.52,2,50,59.73
10479,7.86,5.13,10,32,35.76
10480,8.07,8.45,10,50,49.2
10481,7.73,8.59,5,34,68.94
10482,6.59,7.73,6,50,51.41
10483,6.92,3.27,3,89,54.5
10484,8.66,7.67,10,76,67.2
10485,7.06,9.53,2,91,83.27
10486,1.46,7.34,4,80,50.54
10487,6.63,5.57,8,99,71.91
10488,2.11,6.94,8,92,42.57
10489,0.64,9.95,8,51,22.79
10490,2.53,6.31,3,94,59.01
10491,1.97,8.89,7,56,35.76
10492,1.47,3.97,4,64,39.67
10493,2.54,3.4,2,57,34.27
10494,5.85,5.73,10,85,53.88
10495,1.94,3.96,8,57,17.53
10496,3.15,5.31,6,80,39.18
10497,8.57,8.01,3,95,85.91
10498,8.94,6.12,8,96,73.38
10499,3.66,5.25,2,91,52.63
10500,9.04,9.24,2,96,85.66
10501,6.06,3.07,2,63,41.54
10502,2.65,8.7,4,95,61.2
10503,7.67,7.35,10,69,62.37
10504,9.26,3.33,3,39,53.08
10505,6.76,3.24,2,75,56.14
10506,2.41,4.2,3,77,40.77
10507,1.32,9.84,8,56,38.56
10508,2.68,3.6,2,54,26.89
10509,3.72,8.17,1,51,45.22
10510,3.67,5.81,4,77,48.62
10511,5.24,4.66,2,37,35.89
10512,5.3,7.03,1,87,51.47
10513,4.98,5.58,2,59,45.71
10514,3.77,5.17,4,92,55.35
10515,1.51,4.68,3,74,40.59
10516,4.47,6.2,10,37,30.27
10517,9.86,4.19,8,99,75.92
10518,6.71,8.96,3,69,67.8
10519,4.68,7.14,10,76,48.21
10520,1.29,3.44,1,82,28.88
10521,2.53,6.2,5,43,27.3
10522,5.96,7.41,3,69,65.65
10523,5.23,9.03,8,65,56.96
10524,0.68,3.16,2,83,27.43
10525,1.32,6.19,7,53,31.05
10526,3.88,7.94,9,95,44.43
10527,1.84,4.37,7,44,26.34
10528,9.6,4.55,4,93,68.92
10529,0.82,6.43,3,48,32.93
10530,9.75,9.19,8,42,57.98
10531,6.74,5.79,8,97,61.35
10532,4.37,6.39,4,92,55.64
10533,5.62,7.45,4,34,44.5
10534,4.4,5.18,1,85,59.99
10535,5.95,9.07,6,94,73.1
10536,1.94,9.73,9,58,36.07
10537,1.64,7.55,5,95,50.13
10538,5.52,7.47,7,83,60.16
10539,1.18,7.71,10,70,39.21
10540,3.28,4.36,9,71,35.01
10541,9.31,8.13,8,86,72.53
10542,8.82,5.43,3,37,57.41
10543,8.4,9.95,10,41,55.81
10544,5.32,8.27,5,71,53.2
10545,0.76,7.09,9,45,13.67
10546,1.65,9.39,4,57,42.27
10547,9.23,9.79,7,95,77.59
10548,8.45,8.73,8,36,60.79
10549,4.08,8.3,9,56,41.77
10550,7.43,3.42,7,42,47.29
10551,8.62,7.94,4,58,78.39
10552,6.39,5.35,9,49,35.07
10553,8.61,9.51,1,42,59.42
10554,2.82,7.28,4,61,42.67
10555,4.89,5.59,8,78,43.36
10556,6.0,5.37,8,71,39.7
10557,6.5,6.88,7,85,67.78
10558,9.88,6.44,7,86,67.81
10559,8.54,5.74,7,60,56.55
10560,1.02,4.46,3,71,27.29
10561,2.11,8.58,10,40,20.31
10562,6.74,6.03,9,66,57.86
10563,2.78,3.69,2,40,16.67
10564,2.01,3.6,2,72,22.84
10565,6.83,4.67,7,66,56.44
10566,5.6,6.87,2,84,73.72
10567,8.15,4.04,7,51,56.6
10568,3.53,4.51,4,73,47.47
10569,3.63,6.51,8,46,26.38
10570,1.93,4.52,6,78,28.76
10571,6.7,9.01,6,90,75.97
10572,7.23,7.13,4,43,55.18
10573,1.82,3.6,10,85,34.75
10574,2.91,3.98,7,74,32.65
10575,1.97,4.37,7,71,24.3
10576,7.6,7.41,4,54,54.67
10577,2.49,3.74,6,96,36.11
10578,1.95,3.3,3,30,15.06
10579,1.16,8.1,1,96,46.7
10580,8.4,6.35,5,53,61.2
10581,1.68,8.94,6,68,37.8
10582,0.78,8.55,2,31,26.78
10583,1.11,4.91,4,65,20.06
10584,3.98,4.35,8,88,45.02
10585,6.17,6.61,4,31,35.16
10586,4.28,3.56,1,37,26.41
10587,4.83,7.43,8,84,55.07
10588,9.23,3.09,7,58,58.89
10589,7.71,8.62,4,95,80.2
10590,3.74,9.23,4,40,47.07
10591,1.97,9.97,5,30,39.86
10592,7.62,5.41,1,36,44.98
10593,5.95,6.93,2,63,68.16
10594,9.64,9.04,9,97,80.03
10595,9.13,6.23,3,88,73.81
10596,5.85,5.3,5,96,49.36
10597,1.16,3.34,10,40,0.0
10598,0.79,5.76,7,61,19.35
10599,8.46,3.55,9,90,58.25
10600,7.13,5.54,3,97,73.6
10601,5.82,5.4,5,98,50.01
10602,7.04,7.53,5,48,58.18
10603,5.63,5.56,5,52,44.73
10604,5.99,5.69,1,41,49.26
10605,2.65,5.0,4,47,25.94
10606,4.83,7.26,9,80,48.94
10607,0.61,5.73,6,32,17.52
10608,6.85,9.64,4,73,73.65
10609,3.66,9.24,6,59,47.99
10610,6.74,4.66,3,99,55.53
10611,9.3,5.83,5,39,69.98
10612,6.12,7.44,7,80,60.77
10613,3.62,3.11,8,99,46.72
10614,2.47,4.59,2,45,38.26
10615,2.89,5.0,10,87,38.48
10616,9.88,5.82,6,77,63.85
10617,6.35,9.23,8,79,55.96
10618,4.69,3.67,3,40,39.64
10619,2.69,3.46,7,71,39.4
10620,7.84,7.65,10,40,48.72
10621,4.18,5.55,6,30,28.1
10622,3.36,4.24,5,80,48.03
10623,2.61,7.91,5,81,58.03
10624,2.26,4.7,6,44,18.97
10625,3.1,6.96,6,46,34.69
10626,6.46,5.86,2,41,56.38
10627,2.78,5.53,3,38,38.69
10628,1.08,8.05,7,63,42.66
10629,3.91,7.29,2,51,50.02
10630,6.06,6.6,7,59,46.16
10631,1.07,3.9,5,59,24.57
10632,4.8,7.1,7,36,46.33
10633,1.0,7.85,3,89,50.63
10634,7.8,8.7,4,41,61.89
10635,8.78,5.1,4,99,73.62
10636,9.66,4.85,7,47,62.16
10637,7.07,8.24,1,32,53.75
10638,6.5,6.27,4,42,53.52
10639,7.09,5.84,2,34,43.0
10640,8.62,4.12,3,62,58.21
10641,8.17,6.04,9,72,49.07
10642,4.67,8.08,3,86,68.47
10643,6.69,6.15,1,45,61.88
10644,2.04,9.11,10,47,40.71
10645,7.1,3.03,6,62,59.41
10646,7.44,4.26,6,79,65.8
10647,8.11,7.3,5,99,76.96
10648,8.27,7.7,7,74,68.1
10649,4.68,4.93,10,73,42.66
10650,9.08,9.59,10,39,49.95
10651,9.82,5.31,9,72,77.24
10652,9.79,5.88,2,32,60.76
10653,6.06,9.83,3,83,62.04
10654,5.82,6.35,4,38,36.52
10655,4.84,7.29,1,32,44.61
10656,3.35,6.78,10,87,39.82
10657,3.67,4.24,9,93,48.7
10658,2.55,9.94,7,31,45.45
10659,9.58,3.41,5,84,63.3
10660,6.39,9.88,9,57,57.94
10661,9.38,6.28,8,88,76.91
10662,4.18,4.33,4,74,50.04
10663,3.33,4.17,7,95,46.24
10664,1.76,7.59,4,35,29.11
10665,3.35,7.98,8,71,37.82
10666,8.96,9.29,10,92,77.65
10667,6.03,4.66,4,78,54.12
10668,4.8,6.03,3,44,36.15
10669,5.9,9.8,3,69,67.2
10670,8.98,6.0,9,87,64.53
10671,2.33,6.22,2,61,49.21
10672,9.67,5.02,10,81,63.48
10673,6.83,9.1,2,65,71.95
10674,8.63,5.56,9,38,45.83
10675,5.49,7.45,1,73,59.43
10676,2.75,4.28,7,82,39.95
10677,5.89,7.31,5,70,58.46
10678,1.15,9.54,6,83,39.95
10679,8.6,8.44,7,43,68.36
10680,6.67,3.47,4,51,53.09
10681,3.19,7.44,9,84,52.35
10682,3.11,6.91,9,74,44.72
10683,9.08,5.37,1,73,75.99
10684,8.49,8.9,9,85,73.55
10685,7.75,8.54,10,60,66.09
10686,4.44,7.54,10,98,61.89
10687,8.79,8.21,7,71,67.6
10688,2.85,4.35,7,93,35.97
10689,0.73,9.44,1,38,34.59
10690,4.61,7.68,5,71,55.19
10691,9.24,6.27,5,82,73.42
10692,5.93,4.35,5,69,56.72
10693,2.68,7.78,6,32,38.91
10694,6.68,3.68,6,51,45.89
10695,7.58,5.24,5,31,48.08
10696,5.73,7.02,7,59,48.0
10697,8.5,7.52,2,66,80.38
10698,6.13,3.12,1,98,67.43
10699,1.41,3.06,6,44,28.95
10700,8.19,3.78,4,58,51.84
10701,1.89,8.38,6,41,24.56
10702,8.89,6.97,5,77,73.11
10703,5.46,7.26,3,80,50.9
10704,7.45,7.22,1,67,58.97
10705,9.73,3.26,8,80,61.22
10706,4.6,4.21,5,37,23.27
10707,4.87,8.1,7,59,43.25
10708,8.35,7.52,8,31,47.31
10709,1.55,6.12,3,98,51.86
10710,0.76,3.14,10,93,26.67
10711,6.24,5.92,5,59,47.8
10712,2.09,4.74,8,33,14.46
10713,2.93,7.88,7,89,39.83
10714,9.77,8.77,3,31,62.16
10715,6.7,6.53,3,62,55.64
10716,8.63,5.82,10,36,56.4
10717,9.03,4.91,7,94,63.57
10718,1.65,3.65,5,35,12.82
10719,9.31,5.6,10,64,69.26
10720,8.73,7.75,7,38,57.95
10721,0.93,7.66,3,92,39.93
10722,9.78,5.89,5,99,77.45
10723,4.85,9.76,7,89,64.7
10724,9.76,9.58,2,86,87.7
10725,8.33,9.13,5,73,69.27
10726,4.68,6.05,5,81,48.02
10727,5.36,8.23,7,84,60.48
10728,3.11,9.5,5,65,50.22
10729,5.13,8.16,4,58,59.04
10730,1.52,5.21,8,71,28.59
10731,9.13,3.48,7,39,47.03
10732,7.28,9.71,1,44,70.23
10733,8.15,9.95,5,45,62.18
10734,5.55,7.86,7,30,48.99
10735,1.69,5.21,2,72,45.76
10736,5.6,9.06,4,90,72.06
10737,3.63,9.67,1,67,52.33
10738,0.6,6.55,10,42,19.15
10739,6.34,5.18,2,95,57.9
10740,8.61,5.84,6,84,72.18
10741,7.25,3.52,10,92,59.19
10742,2.62,6.96,10,79,46.4
10743,8.28,5.65,2,99,74.82
10744,3.44,9.19,4,98,62.76
10745,2.58,4.93,4,55,40.16
10746,9.63,3.06,5,67,59.55
10747,0.66,8.16,6,35,24.89
10748,2.09,3.05,7,94,31.78
10749,4.94,6.82,8,82,47.54
10750,2.09,4.27,8,70,29.54
10751,2.09,7.27,1,40,32.49
10752,6.53,4.39,10,42,35.88
10753,8.28,6.51,10,39,39.46
10754,6.79,5.35,5,60,56.01
10755,1.46,4.28,7,69,27.71
10756,9.01,7.25,9,30,54.35
10757,9.27,3.58,10,50,53.25
10758,3.17,9.59,10,96,57.69
10759,5.75,8.45,9,59,54.59
10760,5.11,9.41,10,99,66.86
10761,6.85,3.3,9,30,27.5
10762,9.79,3.01,1,31,47.45
10763,9.87,5.51,1,35,63.32
10764,5.34,7.32,5,61,40.69
10765,1.37,4.71,7,56,26.05
10766,3.68,6.85,5,72,53.93
10767,4.43,7.24,9,56,30.95
10768,5.58,4.06,5,41,30.43
10769,9.62,8.38,2,54,71.28
10770,2.99,9.55,5,96,46.69
10771,5.6,7.48,3,95,69.19
